"기준일","요일","시군구","연령대","성별","통화건수"
20170205,"일","종로구","60대이상","여",16
20170205,"일","중구","10대","남",27
20170205,"일","중구","10대","여",23
20170205,"일","중구","20대","남",78
20170205,"일","중구","20대","여",57
20170205,"일","중구","30대","남",117
20170205,"일","중구","30대","여",68
20170205,"일","중구","40대","남",64
20170205,"일","중구","40대","여",93
20170205,"일","중구","50대","남",50
20170205,"일","중구","50대","여",39
20170205,"일","중구","60대이상","남",27
20170205,"일","중구","60대이상","여",23
20170205,"일","중랑구","10대","남",37
20170205,"일","중랑구","10대","여",33
20170205,"일","중랑구","20대","남",63
20170205,"일","중랑구","20대","여",60
20170205,"일","중랑구","30대","남",94
20170205,"일","중랑구","30대","여",95
20170205,"일","중랑구","40대","남",66
20170205,"일","중랑구","40대","여",100
20170205,"일","중랑구","50대","남",31
20170205,"일","중랑구","50대","여",48
20170205,"일","중랑구","60대이상","남",22
20170205,"일","중랑구","60대이상","여",15
20170206,"월","강남구","10대","남",64
20170206,"월","강남구","10대","여",33
20170206,"월","강남구","20대","남",112
20170206,"월","강남구","20대","여",90
20170206,"월","강남구","30대","남",126
20170206,"월","강남구","30대","여",114
20170206,"월","강남구","40대","남",67
20170206,"월","강남구","40대","여",153
20170206,"월","강남구","50대","남",51
20170206,"월","강남구","50대","여",86
20170206,"월","강남구","60대이상","남",20
20170206,"월","강남구","60대이상","여",32
20170206,"월","강동구","10대","남",41
20170206,"월","강동구","10대","여",43
20170206,"월","강동구","20대","남",63
20170206,"월","강동구","20대","여",52
20170206,"월","강동구","30대","남",66
20170206,"월","강동구","30대","여",71
20170206,"월","강동구","40대","남",56
20170206,"월","강동구","40대","여",91
20170206,"월","강동구","50대","남",57
20170206,"월","강동구","50대","여",49
20170206,"월","강동구","60대이상","남",14
20170206,"월","강동구","60대이상","여",25
20170206,"월","강북구","10대","남",21
20170206,"월","강북구","10대","여",34
20170206,"월","강북구","20대","남",56
20170206,"월","강북구","20대","여",36
20170206,"월","강북구","30대","남",65
20170206,"월","강북구","30대","여",77
20170206,"월","강북구","40대","남",41
20170206,"월","강북구","40대","여",98
20170206,"월","강북구","50대","남",19
20170206,"월","강북구","50대","여",23
20170206,"월","강북구","60대이상","남",15
20170206,"월","강북구","60대이상","여",15
20170206,"월","강서구","10대","남",85
20170206,"월","강서구","10대","여",53
20170206,"월","강서구","20대","남",106
20170206,"월","강서구","20대","여",103
20170206,"월","강서구","30대","남",160
20170206,"월","강서구","30대","여",147
20170206,"월","강서구","40대","남",83
20170206,"월","강서구","40대","여",175
20170206,"월","강서구","50대","남",50
20170206,"월","강서구","50대","여",63
20170206,"월","강서구","60대이상","남",36
20170206,"월","강서구","60대이상","여",27
20170206,"월","관악구","10대","남",36
20170206,"월","관악구","10대","여",17
20170206,"월","관악구","20대","남",148
20170206,"월","관악구","20대","여",108
20170206,"월","관악구","30대","남",120
20170206,"월","관악구","30대","여",112
20170206,"월","관악구","40대","남",47
20170206,"월","관악구","40대","여",105
20170206,"월","관악구","50대","남",25
20170206,"월","관악구","50대","여",41
20170206,"월","관악구","60대이상","남",15
20170206,"월","관악구","60대이상","여",11
20170206,"월","광진구","10대","남",15
20170206,"월","광진구","10대","여",11
20170206,"월","광진구","20대","남",28
20170206,"월","광진구","20대","여",29
20170206,"월","광진구","30대","남",22
20170206,"월","광진구","30대","여",29
20170206,"월","광진구","40대","남",21
20170206,"월","광진구","40대","여",40
20170206,"월","광진구","50대","남",25
20170206,"월","광진구","50대","여",5
20170206,"월","광진구","60대이상","남",6
20170206,"월","광진구","60대이상","여",5
20170206,"월","구로구","10대","남",38
20170206,"월","구로구","10대","여",21
20170206,"월","구로구","20대","남",49
20170206,"월","구로구","20대","여",44
20170206,"월","구로구","30대","남",60
20170206,"월","구로구","30대","여",63
20170206,"월","구로구","40대","남",43
20170206,"월","구로구","40대","여",65
20170206,"월","구로구","50대","남",26
20170206,"월","구로구","50대","여",37
20170206,"월","구로구","60대이상","남",20
20170206,"월","구로구","60대이상","여",11
20170206,"월","금천구","10대","남",18
20170206,"월","금천구","10대","여",20
20170206,"월","금천구","20대","남",42
20170206,"월","금천구","20대","여",37
20170206,"월","금천구","30대","남",42
20170206,"월","금천구","30대","여",28
20170206,"월","금천구","40대","남",26
20170206,"월","금천구","40대","여",46
20170206,"월","금천구","50대","남",14
20170206,"월","금천구","50대","여",19
20170206,"월","금천구","60대이상","남",16
20170206,"월","금천구","60대이상","여",14
20170206,"월","노원구","10대","남",58
20170206,"월","노원구","10대","여",34
20170206,"월","노원구","20대","남",64
20170206,"월","노원구","20대","여",44
20170206,"월","노원구","30대","남",72
20170206,"월","노원구","30대","여",63
20170206,"월","노원구","40대","남",50
20170206,"월","노원구","40대","여",123
20170206,"월","노원구","50대","남",30
20170206,"월","노원구","50대","여",38
20170206,"월","노원구","60대이상","남",9
20170206,"월","노원구","60대이상","여",13
20170206,"월","도봉구","10대","남",16
20170206,"월","도봉구","10대","여",16
20170206,"월","도봉구","20대","남",27
20170206,"월","도봉구","20대","여",36
20170206,"월","도봉구","30대","남",19
20170206,"월","도봉구","30대","여",28
20170206,"월","도봉구","40대","남",9
20170206,"월","도봉구","40대","여",22
20170206,"월","도봉구","50대","남",9
20170206,"월","도봉구","50대","여",24
20170206,"월","도봉구","60대이상","남",11
20170206,"월","도봉구","60대이상","여",16
20170206,"월","동대문구","10대","남",28
20170206,"월","동대문구","10대","여",22
20170206,"월","동대문구","20대","남",37
20170206,"월","동대문구","20대","여",39
20170206,"월","동대문구","30대","남",44
20170206,"월","동대문구","30대","여",43
20170206,"월","동대문구","40대","남",32
20170206,"월","동대문구","40대","여",45
20170206,"월","동대문구","50대","남",13
20170206,"월","동대문구","50대","여",24
20170206,"월","동대문구","60대이상","남",14
20170206,"월","동대문구","60대이상","여",11
20170206,"월","동작구","10대","남",19
20170206,"월","동작구","10대","여",19
20170206,"월","동작구","20대","남",54
20170206,"월","동작구","20대","여",45
20170206,"월","동작구","30대","남",46
20170206,"월","동작구","30대","여",37
20170206,"월","동작구","40대","남",25
20170206,"월","동작구","40대","여",37
20170206,"월","동작구","50대","남",25
20170206,"월","동작구","50대","여",26
20170206,"월","동작구","60대이상","남",16
20170206,"월","동작구","60대이상","여",11
20170206,"월","마포구","10대","남",26
20170206,"월","마포구","10대","여",19
20170206,"월","마포구","20대","남",67
20170206,"월","마포구","20대","여",53
20170206,"월","마포구","30대","남",46
20170206,"월","마포구","30대","여",63
20170206,"월","마포구","40대","남",45
20170206,"월","마포구","40대","여",65
20170206,"월","마포구","50대","남",35
20170206,"월","마포구","50대","여",43
20170206,"월","마포구","60대이상","남",10
20170206,"월","마포구","60대이상","여",16
20170206,"월","서대문구","10대","남",29
20170206,"월","서대문구","10대","여",32
20170206,"월","서대문구","20대","남",86
20170206,"월","서대문구","20대","여",63
20170206,"월","서대문구","30대","남",78
20170206,"월","서대문구","30대","여",71
20170206,"월","서대문구","40대","남",51
20170206,"월","서대문구","40대","여",90
20170206,"월","서대문구","50대","남",28
20170206,"월","서대문구","50대","여",46
20170206,"월","서대문구","60대이상","남",25
20170206,"월","서대문구","60대이상","여",16
20170206,"월","서초구","10대","남",30
20170206,"월","서초구","10대","여",30
20170206,"월","서초구","20대","남",81
20170206,"월","서초구","20대","여",64
20170206,"월","서초구","30대","남",83
20170206,"월","서초구","30대","여",73
20170206,"월","서초구","40대","남",46
20170206,"월","서초구","40대","여",117
20170206,"월","서초구","50대","남",33
20170206,"월","서초구","50대","여",44
20170206,"월","서초구","60대이상","남",26
20170206,"월","서초구","60대이상","여",30
20170206,"월","성동구","10대","남",29
20170206,"월","성동구","10대","여",21
20170206,"월","성동구","20대","남",59
20170206,"월","성동구","20대","여",41
20170206,"월","성동구","30대","남",43
20170206,"월","성동구","30대","여",51
20170206,"월","성동구","40대","남",38
20170206,"월","성동구","40대","여",56
20170206,"월","성동구","50대","남",16
20170206,"월","성동구","50대","여",25
20170206,"월","성동구","60대이상","남",5
20170206,"월","성동구","60대이상","여",9
20170206,"월","성북구","10대","남",34
20170206,"월","성북구","10대","여",21
20170206,"월","성북구","20대","남",80
20170206,"월","성북구","20대","여",41
20170206,"월","성북구","30대","남",44
20170206,"월","성북구","30대","여",50
20170206,"월","성북구","40대","남",45
20170206,"월","성북구","40대","여",63
20170206,"월","성북구","50대","남",32
20170206,"월","성북구","50대","여",36
20170206,"월","성북구","60대이상","남",15
20170206,"월","성북구","60대이상","여",16
20170206,"월","송파구","10대","남",52
20170206,"월","송파구","10대","여",37
20170206,"월","송파구","20대","남",92
20170206,"월","송파구","20대","여",90
20170206,"월","송파구","30대","남",95
20170206,"월","송파구","30대","여",108
20170206,"월","송파구","40대","남",65
20170206,"월","송파구","40대","여",130
20170206,"월","송파구","50대","남",34
20170206,"월","송파구","50대","여",53
20170206,"월","송파구","60대이상","남",31
20170206,"월","송파구","60대이상","여",20
20170206,"월","양천구","10대","남",21
20170206,"월","양천구","10대","여",11
20170206,"월","양천구","20대","남",26
20170206,"월","양천구","20대","여",30
20170206,"월","양천구","30대","남",14
20170206,"월","양천구","30대","여",31
20170206,"월","양천구","40대","남",19
20170206,"월","양천구","40대","여",49
20170206,"월","양천구","50대","남",18
20170206,"월","양천구","50대","여",21
20170206,"월","양천구","60대이상","남",11
20170206,"월","양천구","60대이상","여",10
20170206,"월","영등포구","10대","남",51
20170206,"월","영등포구","10대","여",32
20170206,"월","영등포구","20대","남",110
20170206,"월","영등포구","20대","여",93
20170206,"월","영등포구","30대","남",103
20170206,"월","영등포구","30대","여",124
20170206,"월","영등포구","40대","남",81
20170206,"월","영등포구","40대","여",111
20170206,"월","영등포구","50대","남",37
20170206,"월","영등포구","50대","여",50
20170206,"월","영등포구","60대이상","남",22
20170206,"월","영등포구","60대이상","여",21
20170206,"월","용산구","10대","남",14
20170206,"월","용산구","10대","여",42
20170206,"월","용산구","20대","남",42
20170206,"월","용산구","20대","여",54
20170206,"월","용산구","30대","남",49
20170206,"월","용산구","30대","여",49
20170206,"월","용산구","40대","남",39
20170206,"월","용산구","40대","여",63
20170206,"월","용산구","50대","남",32
20170206,"월","용산구","50대","여",43
20170206,"월","용산구","60대이상","남",19
20170206,"월","용산구","60대이상","여",21
20170206,"월","은평구","10대","남",41
20170206,"월","은평구","10대","여",29
20170206,"월","은평구","20대","남",73
20170206,"월","은평구","20대","여",57
20170206,"월","은평구","30대","남",62
20170206,"월","은평구","30대","여",98
20170206,"월","은평구","40대","남",52
20170206,"월","은평구","40대","여",111
20170206,"월","은평구","50대","남",16
20170206,"월","은평구","50대","여",29
20170206,"월","은평구","60대이상","남",4
20170206,"월","은평구","60대이상","여",20
20170206,"월","종로구","10대","남",16
20170206,"월","종로구","10대","여",25
20170206,"월","종로구","20대","남",55
20170206,"월","종로구","20대","여",30
20170206,"월","종로구","30대","남",29
20170206,"월","종로구","30대","여",36
20170206,"월","종로구","40대","남",41
20170206,"월","종로구","40대","여",45
20170206,"월","종로구","50대","남",20
20170206,"월","종로구","50대","여",26
20170206,"월","종로구","60대이상","남",10
20170206,"월","종로구","60대이상","여",5
20170206,"월","중구","10대","남",5
20170206,"월","중구","10대","여",5
20170206,"월","중구","20대","남",72
20170206,"월","중구","20대","여",57
20170206,"월","중구","30대","남",85
20170206,"월","중구","30대","여",65
20170206,"월","중구","40대","남",57
20170206,"월","중구","40대","여",60
20170206,"월","중구","50대","남",26
20170206,"월","중구","50대","여",30
20170206,"월","중구","60대이상","남",11
20170206,"월","중구","60대이상","여",12
20170206,"월","중랑구","10대","남",36
20170206,"월","중랑구","10대","여",23
20170206,"월","중랑구","20대","남",45
20170206,"월","중랑구","20대","여",43
20170206,"월","중랑구","30대","남",60
20170206,"월","중랑구","30대","여",56
20170206,"월","중랑구","40대","남",27
20170206,"월","중랑구","40대","여",53
20170206,"월","중랑구","50대","남",16
20170206,"월","중랑구","50대","여",23
20170206,"월","중랑구","60대이상","남",10
20170206,"월","중랑구","60대이상","여",20
20170207,"화","강남구","10대","남",75
20170207,"화","강남구","10대","여",32
20170207,"화","강남구","20대","남",118
20170207,"화","강남구","20대","여",102
20170207,"화","강남구","30대","남",187
20170207,"화","강남구","30대","여",141
20170207,"화","강남구","40대","남",86
20170207,"화","강남구","40대","여",163
20170207,"화","강남구","50대","남",47
20170207,"화","강남구","50대","여",67
20170207,"화","강남구","60대이상","남",36
20170207,"화","강남구","60대이상","여",39
20170207,"화","강동구","10대","남",51
20170207,"화","강동구","10대","여",41
20170207,"화","강동구","20대","남",85
20170207,"화","강동구","20대","여",56
20170207,"화","강동구","30대","남",84
20170207,"화","강동구","30대","여",86
20170207,"화","강동구","40대","남",61
20170207,"화","강동구","40대","여",97
20170207,"화","강동구","50대","남",39
20170207,"화","강동구","50대","여",47
20170207,"화","강동구","60대이상","남",32
20170207,"화","강동구","60대이상","여",24
20170207,"화","강북구","10대","남",28
20170207,"화","강북구","10대","여",13
20170207,"화","강북구","20대","남",58
20170207,"화","강북구","20대","여",46
20170207,"화","강북구","30대","남",58
20170207,"화","강북구","30대","여",75
20170207,"화","강북구","40대","남",57
20170207,"화","강북구","40대","여",105
20170207,"화","강북구","50대","남",21
20170207,"화","강북구","50대","여",30
20170207,"화","강북구","60대이상","남",21
20170207,"화","강북구","60대이상","여",23
20170207,"화","강서구","10대","남",79
20170207,"화","강서구","10대","여",58
20170207,"화","강서구","20대","남",146
20170207,"화","강서구","20대","여",115
20170207,"화","강서구","30대","남",174
20170207,"화","강서구","30대","여",190
20170207,"화","강서구","40대","남",108
20170207,"화","강서구","40대","여",245
20170207,"화","강서구","50대","남",53
20170207,"화","강서구","50대","여",73
20170207,"화","강서구","60대이상","남",30
20170207,"화","강서구","60대이상","여",43
20170207,"화","관악구","10대","남",34
20170207,"화","관악구","10대","여",15
20170207,"화","관악구","20대","남",167
20170207,"화","관악구","20대","여",100
20170207,"화","관악구","30대","남",128
20170207,"화","관악구","30대","여",109
20170207,"화","관악구","40대","남",72
20170207,"화","관악구","40대","여",113
20170207,"화","관악구","50대","남",23
20170207,"화","관악구","50대","여",45
20170207,"화","관악구","60대이상","남",17
20170207,"화","관악구","60대이상","여",23
20170207,"화","광진구","10대","남",9
20170207,"화","광진구","10대","여",21
20170207,"화","광진구","20대","남",22
20170207,"화","광진구","20대","여",21
20170207,"화","광진구","30대","남",35
20170207,"화","광진구","30대","여",38
20170207,"화","광진구","40대","남",15
20170207,"화","광진구","40대","여",40
20170207,"화","광진구","50대","남",15
20170207,"화","광진구","50대","여",20
20170207,"화","광진구","60대이상","남",10
20170207,"화","광진구","60대이상","여",10
20170207,"화","구로구","10대","남",38
20170207,"화","구로구","10대","여",23
20170207,"화","구로구","20대","남",51
20170207,"화","구로구","20대","여",39
20170207,"화","구로구","30대","남",63
20170207,"화","구로구","30대","여",67
20170207,"화","구로구","40대","남",47
20170207,"화","구로구","40대","여",83
20170207,"화","구로구","50대","남",20
20170207,"화","구로구","50대","여",36
20170207,"화","구로구","60대이상","남",20
20170207,"화","구로구","60대이상","여",13
20170207,"화","금천구","10대","남",20
20170207,"화","금천구","10대","여",15
20170207,"화","금천구","20대","남",39
20170207,"화","금천구","20대","여",24
20170207,"화","금천구","30대","남",42
20170207,"화","금천구","30대","여",38
20170207,"화","금천구","40대","남",36
20170207,"화","금천구","40대","여",44
20170207,"화","금천구","50대","남",14
20170207,"화","금천구","50대","여",20
20170207,"화","금천구","60대이상","남",16
20170207,"화","금천구","60대이상","여",10
20170207,"화","노원구","10대","남",38
20170207,"화","노원구","10대","여",30
20170207,"화","노원구","20대","남",85
20170207,"화","노원구","20대","여",53
20170207,"화","노원구","30대","남",75
20170207,"화","노원구","30대","여",89
20170207,"화","노원구","40대","남",79
20170207,"화","노원구","40대","여",139
20170207,"화","노원구","50대","남",43
20170207,"화","노원구","50대","여",41
20170207,"화","노원구","60대이상","남",5
20170207,"화","노원구","60대이상","여",26
20170207,"화","도봉구","10대","남",16
20170207,"화","도봉구","10대","여",18
20170207,"화","도봉구","20대","남",26
20170207,"화","도봉구","20대","여",33
20170207,"화","도봉구","30대","남",26
20170207,"화","도봉구","30대","여",26
20170207,"화","도봉구","40대","남",22
20170207,"화","도봉구","40대","여",34
20170207,"화","도봉구","50대","남",11
20170207,"화","도봉구","50대","여",21
20170207,"화","도봉구","60대이상","남",11
20170207,"화","도봉구","60대이상","여",16
20170207,"화","동대문구","10대","남",24
20170207,"화","동대문구","10대","여",20
20170207,"화","동대문구","20대","남",47
20170207,"화","동대문구","20대","여",40
20170207,"화","동대문구","30대","남",46
20170207,"화","동대문구","30대","여",48
20170207,"화","동대문구","40대","남",51
20170207,"화","동대문구","40대","여",73
20170207,"화","동대문구","50대","남",11
20170207,"화","동대문구","50대","여",26
20170207,"화","동대문구","60대이상","남",26
20170207,"화","동대문구","60대이상","여",14
20170207,"화","동작구","10대","남",30
20170207,"화","동작구","10대","여",21
20170207,"화","동작구","20대","남",48
20170207,"화","동작구","20대","여",37
20170207,"화","동작구","30대","남",42
20170207,"화","동작구","30대","여",48
20170207,"화","동작구","40대","남",29
20170207,"화","동작구","40대","여",41
20170207,"화","동작구","50대","남",25
20170207,"화","동작구","50대","여",29
20170207,"화","동작구","60대이상","남",10
20170207,"화","동작구","60대이상","여",26
20170207,"화","마포구","10대","남",42
20170207,"화","마포구","10대","여",26
20170207,"화","마포구","20대","남",69
20170207,"화","마포구","20대","여",50
20170207,"화","마포구","30대","남",87
20170207,"화","마포구","30대","여",76
20170207,"화","마포구","40대","남",72
20170207,"화","마포구","40대","여",76
20170207,"화","마포구","50대","남",36
20170207,"화","마포구","50대","여",31
20170207,"화","마포구","60대이상","남",15
20170207,"화","마포구","60대이상","여",26
20170207,"화","서대문구","10대","남",33
20170207,"화","서대문구","10대","여",29
20170207,"화","서대문구","20대","남",75
20170207,"화","서대문구","20대","여",70
20170207,"화","서대문구","30대","남",88
20170207,"화","서대문구","30대","여",82
20170207,"화","서대문구","40대","남",78
20170207,"화","서대문구","40대","여",100
20170207,"화","서대문구","50대","남",35
20170207,"화","서대문구","50대","여",50
20170207,"화","서대문구","60대이상","남",14
20170207,"화","서대문구","60대이상","여",25
20170207,"화","서초구","10대","남",36
20170207,"화","서초구","10대","여",34
20170207,"화","서초구","20대","남",75
20170207,"화","서초구","20대","여",60
20170207,"화","서초구","30대","남",94
20170207,"화","서초구","30대","여",81
20170207,"화","서초구","40대","남",84
20170207,"화","서초구","40대","여",119
20170207,"화","서초구","50대","남",26
20170207,"화","서초구","50대","여",54
20170207,"화","서초구","60대이상","남",21
20170207,"화","서초구","60대이상","여",21
20170207,"화","성동구","10대","남",22
20170207,"화","성동구","10대","여",11
20170207,"화","성동구","20대","남",58
20170207,"화","성동구","20대","여",49
20170207,"화","성동구","30대","남",72
20170207,"화","성동구","30대","여",67
20170207,"화","성동구","40대","남",56
20170207,"화","성동구","40대","여",67
20170207,"화","성동구","50대","남",13
20170207,"화","성동구","50대","여",28
20170207,"화","성동구","60대이상","남",8
20170207,"화","성동구","60대이상","여",7
20170207,"화","성북구","10대","남",28
20170207,"화","성북구","10대","여",41
20170207,"화","성북구","20대","남",59
20170207,"화","성북구","20대","여",48
20170207,"화","성북구","30대","남",71
20170207,"화","성북구","30대","여",88
20170207,"화","성북구","40대","남",56
20170207,"화","성북구","40대","여",92
20170207,"화","성북구","50대","남",26
20170207,"화","성북구","50대","여",46
20170207,"화","성북구","60대이상","남",25
20170207,"화","성북구","60대이상","여",24
20170207,"화","송파구","10대","남",56
20170207,"화","송파구","10대","여",24
20170207,"화","송파구","20대","남",103
20170207,"화","송파구","20대","여",94
20170207,"화","송파구","30대","남",121
20170207,"화","송파구","30대","여",129
20170207,"화","송파구","40대","남",79
20170207,"화","송파구","40대","여",149
20170207,"화","송파구","50대","남",34
20170207,"화","송파구","50대","여",54
20170207,"화","송파구","60대이상","남",16
20170207,"화","송파구","60대이상","여",27
20170207,"화","양천구","10대","남",19
20170207,"화","양천구","10대","여",17
20170207,"화","양천구","20대","남",27
20170207,"화","양천구","20대","여",32
20170207,"화","양천구","30대","남",33
20170207,"화","양천구","30대","여",39
20170207,"화","양천구","40대","남",22
20170207,"화","양천구","40대","여",55
20170207,"화","양천구","50대","남",11
20170207,"화","양천구","50대","여",29
20170207,"화","양천구","60대이상","남",10
20170207,"화","양천구","60대이상","여",16
20170207,"화","영등포구","10대","남",38
20170207,"화","영등포구","10대","여",37
20170207,"화","영등포구","20대","남",88
20170207,"화","영등포구","20대","여",73
20170207,"화","영등포구","30대","남",112
20170207,"화","영등포구","30대","여",121
20170207,"화","영등포구","40대","남",96
20170207,"화","영등포구","40대","여",124
20170207,"화","영등포구","50대","남",46
20170207,"화","영등포구","50대","여",36
20170207,"화","영등포구","60대이상","남",26
20170207,"화","영등포구","60대이상","여",36
20170207,"화","용산구","10대","남",43
20170207,"화","용산구","10대","여",46
20170207,"화","용산구","20대","남",66
20170207,"화","용산구","20대","여",61
20170207,"화","용산구","30대","남",66
20170207,"화","용산구","30대","여",100
20170207,"화","용산구","40대","남",74
20170207,"화","용산구","40대","여",84
20170207,"화","용산구","50대","남",39
20170207,"화","용산구","50대","여",30
20170207,"화","용산구","60대이상","남",24
20170207,"화","용산구","60대이상","여",20
20170207,"화","은평구","10대","남",34
20170207,"화","은평구","10대","여",31
20170207,"화","은평구","20대","남",56
20170207,"화","은평구","20대","여",60
20170207,"화","은평구","30대","남",75
20170207,"화","은평구","30대","여",81
20170207,"화","은평구","40대","남",61
20170207,"화","은평구","40대","여",107
20170207,"화","은평구","50대","남",37
20170207,"화","은평구","50대","여",49
20170207,"화","은평구","60대이상","남",11
20170207,"화","은평구","60대이상","여",27
20170207,"화","종로구","10대","남",20
20170207,"화","종로구","10대","여",9
20170207,"화","종로구","20대","남",51
20170207,"화","종로구","20대","여",35
20170207,"화","종로구","30대","남",29
20170207,"화","종로구","30대","여",19
20170207,"화","종로구","40대","남",29
20170207,"화","종로구","40대","여",44
20170207,"화","종로구","50대","남",24
20170207,"화","종로구","50대","여",26
20170207,"화","종로구","60대이상","남",20
20170207,"화","종로구","60대이상","여",15
20170207,"화","중구","10대","남",9
20170207,"화","중구","10대","여",14
20170207,"화","중구","20대","남",55
20170207,"화","중구","20대","여",52
20170207,"화","중구","30대","남",65
20170207,"화","중구","30대","여",63
20170207,"화","중구","40대","남",68
20170207,"화","중구","40대","여",66
20170207,"화","중구","50대","남",36
20170207,"화","중구","50대","여",34
20170207,"화","중구","60대이상","남",34
20170207,"화","중구","60대이상","여",26
20170207,"화","중랑구","10대","남",26
20170207,"화","중랑구","10대","여",16
20170207,"화","중랑구","20대","남",40
20170207,"화","중랑구","20대","여",45
20170207,"화","중랑구","30대","남",72
20170207,"화","중랑구","30대","여",73
20170207,"화","중랑구","40대","남",33
20170207,"화","중랑구","40대","여",64
20170207,"화","중랑구","50대","남",23
20170207,"화","중랑구","50대","여",42
20170207,"화","중랑구","60대이상","남",21
20170207,"화","중랑구","60대이상","여",19
20170208,"수","강남구","10대","남",62
20170208,"수","강남구","10대","여",50
20170208,"수","강남구","20대","남",118
20170208,"수","강남구","20대","여",113
20170208,"수","강남구","30대","남",162
20170208,"수","강남구","30대","여",127
20170208,"수","강남구","40대","남",102
20170208,"수","강남구","40대","여",213
20170208,"수","강남구","50대","남",70
20170208,"수","강남구","50대","여",75
20170208,"수","강남구","60대이상","남",31
20170208,"수","강남구","60대이상","여",38
20170208,"수","강동구","10대","남",51
20170208,"수","강동구","10대","여",26
20170208,"수","강동구","20대","남",73
20170208,"수","강동구","20대","여",66
20170208,"수","강동구","30대","남",91
20170208,"수","강동구","30대","여",110
20170208,"수","강동구","40대","남",78
20170208,"수","강동구","40대","여",108
20170208,"수","강동구","50대","남",34
20170208,"수","강동구","50대","여",58
20170208,"수","강동구","60대이상","남",26
20170208,"수","강동구","60대이상","여",22
20170208,"수","강북구","10대","남",34
20170208,"수","강북구","10대","여",18
20170208,"수","강북구","20대","남",58
20170208,"수","강북구","20대","여",37
20170208,"수","강북구","30대","남",77
20170208,"수","강북구","30대","여",95
20170208,"수","강북구","40대","남",50
20170208,"수","강북구","40대","여",119
20170208,"수","강북구","50대","남",21
20170208,"수","강북구","50대","여",27
20170208,"수","강북구","60대이상","남",20
20170208,"수","강북구","60대이상","여",18
20170208,"수","강서구","10대","남",95
20170208,"수","강서구","10대","여",49
20170208,"수","강서구","20대","남",138
20170208,"수","강서구","20대","여",115
20170208,"수","강서구","30대","남",183
20170208,"수","강서구","30대","여",248
20170208,"수","강서구","40대","남",111
20170208,"수","강서구","40대","여",255
20170208,"수","강서구","50대","남",50
20170208,"수","강서구","50대","여",76
20170208,"수","강서구","60대이상","남",32
20170208,"수","강서구","60대이상","여",44
20170208,"수","관악구","10대","남",40
20170208,"수","관악구","10대","여",22
20170208,"수","관악구","20대","남",148
20170208,"수","관악구","20대","여",107
20170208,"수","관악구","30대","남",143
20170208,"수","관악구","30대","여",140
20170208,"수","관악구","40대","남",63
20170208,"수","관악구","40대","여",106
20170208,"수","관악구","50대","남",34
20170208,"수","관악구","50대","여",39
20170208,"수","관악구","60대이상","남",10
20170208,"수","관악구","60대이상","여",18
20170208,"수","광진구","10대","남",22
20170208,"수","광진구","10대","여",22
20170208,"수","광진구","20대","남",29
20170208,"수","광진구","20대","여",27
20170208,"수","광진구","30대","남",29
20170208,"수","광진구","30대","여",35
20170208,"수","광진구","40대","남",11
20170208,"수","광진구","40대","여",39
20170208,"수","광진구","50대","남",20
20170208,"수","광진구","50대","여",16
20170208,"수","광진구","60대이상","남",9
20170208,"수","광진구","60대이상","여",20
20170208,"수","구로구","10대","남",44
20170208,"수","구로구","10대","여",25
20170208,"수","구로구","20대","남",58
20170208,"수","구로구","20대","여",50
20170208,"수","구로구","30대","남",66
20170208,"수","구로구","30대","여",98
20170208,"수","구로구","40대","남",52
20170208,"수","구로구","40대","여",80
20170208,"수","구로구","50대","남",32
20170208,"수","구로구","50대","여",31
20170208,"수","구로구","60대이상","남",19
20170208,"수","구로구","60대이상","여",20
20170208,"수","금천구","10대","남",20
20170208,"수","금천구","10대","여",16
20170208,"수","금천구","20대","남",48
20170208,"수","금천구","20대","여",36
20170208,"수","금천구","30대","남",46
20170208,"수","금천구","30대","여",48
20170208,"수","금천구","40대","남",34
20170208,"수","금천구","40대","여",48
20170208,"수","금천구","50대","남",19
20170208,"수","금천구","50대","여",23
20170208,"수","금천구","60대이상","남",4
20170208,"수","금천구","60대이상","여",5
20170208,"수","노원구","10대","남",43
20170208,"수","노원구","10대","여",35
20170208,"수","노원구","20대","남",69
20170208,"수","노원구","20대","여",58
20170208,"수","노원구","30대","남",78
20170208,"수","노원구","30대","여",98
20170208,"수","노원구","40대","남",84
20170208,"수","노원구","40대","여",185
20170208,"수","노원구","50대","남",47
20170208,"수","노원구","50대","여",46
20170208,"수","노원구","60대이상","남",13
20170208,"수","노원구","60대이상","여",26
20170208,"수","도봉구","10대","남",22
20170208,"수","도봉구","10대","여",13
20170208,"수","도봉구","20대","남",30
20170208,"수","도봉구","20대","여",28
20170208,"수","도봉구","30대","남",27
20170208,"수","도봉구","30대","여",35
20170208,"수","도봉구","40대","남",24
20170208,"수","도봉구","40대","여",35
20170208,"수","도봉구","50대","남",9
20170208,"수","도봉구","50대","여",22
20170208,"수","도봉구","60대이상","남",5
20170208,"수","도봉구","60대이상","여",16
20170208,"수","동대문구","10대","남",25
20170208,"수","동대문구","10대","여",13
20170208,"수","동대문구","20대","남",62
20170208,"수","동대문구","20대","여",37
20170208,"수","동대문구","30대","남",48
20170208,"수","동대문구","30대","여",54
20170208,"수","동대문구","40대","남",33
20170208,"수","동대문구","40대","여",63
20170208,"수","동대문구","50대","남",18
20170208,"수","동대문구","50대","여",33
